Date,Open,High,Low,Close,Volume,Daily Change
2019-05-22,184.73,186.74,183.61,185.32,9213801,0.0027053349204630983
2019-05-23,182.42,183.9,179.67,180.87,12768835,-0.024012518886250778
2019-05-24,182.33,183.63,180.83,181.06,8807701,0.0010504782440425853
2019-05-28,181.54,184.71,181.45,184.31,14843308,0.01794985087816192
2019-05-29,183.5,184.56,181.35,182.19,12797685,-0.011502360154088231
2019-05-30,183.08,183.48,180.89,183.01,8581544,0.004500795872440788
2019-05-31,180.28,180.54,177.16,177.47,15226536,-0.03027156985957047
2019-06-03,175.0,175.05,161.01,164.15,56059608,-0.07505493886290637
2019-06-04,163.71,168.28,160.84,167.5,46044256,0.020408163265306145
2019-06-05,167.48,168.72,164.63,168.17,19758316,0.0040000000000000036
2019-06-06,168.3,169.7,167.23,168.33,12446354,0.0009514182077661193
2019-06-07,170.17,173.87,168.84,173.35,16917344,0.02982237272025179
2019-06-10,174.75,177.86,173.8,174.82,14767918,0.008479953850591304
2019-06-11,178.48,179.98,176.79,178.1,15266644,0.01876215535979875
2019-06-12,178.38,179.27,172.88,175.04,17699806,-0.017181358787198175
2019-06-13,175.53,178.03,174.61,177.47,12253569,0.013882541133455328
2019-06-14,180.51,181.84,180.0,181.33,16773691,0.021750154955767265
2019-06-17,185.01,189.5,184.41,189.01,29459880,0.04235371973749502
2019-06-18,194.0,194.53,187.28,188.47,37571352,-0.0028569916935611284
2019-06-19,187.0,188.1,184.55,187.48,21417092,-0.005252825383350146
2019-06-20,190.95,191.16,187.64,189.53,14635740,0.010934499679965848
2019-06-21,188.75,192.0,188.75,191.14,22751160,0.008494697409380914
2019-06-24,192.42,193.98,191.57,192.6,15508955,0.007638380244846754
2019-06-25,192.88,193.14,188.13,188.84,16750309,-0.01952232606438209
2019-06-26,189.54,190.76,187.31,187.66,12808604,-0.006248676127939001
2019-06-27,189.88,189.95,188.27,189.5,11158983,0.009804966428647477
2019-06-28,190.55,193.2,189.94,193.0,16378878,0.01846965699208436
2019-07-01,195.21,195.28,191.93,193.0,14204690,0.0
2019-07-02,193.0,195.0,192.71,195.0,9049979,0.010362694300518172
2019-07-03,194.16,197.4,194.16,197.2,10246119,0.011282051282051286
2019-07-05,196.18,197.07,194.17,196.4,11164107,-0.0040567951318457585
2019-07-08,195.19,196.68,193.64,195.76,9723858,-0.0032586558044807035
2019-07-09,194.97,199.46,194.89,199.21,14698611,0.01762362076011459
2019-07-10,200.0,202.96,199.67,202.73,20571702,0.01766979569298721
2019-07-11,203.26,203.8,200.21,201.23,13678457,-0.007399003600848442
2019-07-12,199.68,205.3,199.16,204.87,15366272,0.018088754161904363
2019-07-15,204.25,205.33,201.82,203.91,16030335,-0.004685898374579001
2019-07-16,203.89,205.47,203.1,203.84,12132720,-0.000343288705801581
2019-07-17,204.18,204.36,201.59,201.8,12083714,-0.010007849293563575
2019-07-18,200.15,202.47,199.38,200.78,11956554,-0.005054509415262642
2019-07-19,202.18,202.33,198.07,198.36,12098262,-0.012052993326028383
2019-07-22,199.91,202.57,198.81,202.32,13589024,0.019963702359346636
2019-07-23,202.84,204.24,200.96,202.36,14583680,0.00019770660340068247
2019-07-24,197.63,204.81,197.22,204.66,32532540,0.011365882585491205
2019-07-25,206.7,208.66,198.26,200.71,39889868,-0.019300302941463787
2019-07-26,200.19,202.88,196.25,199.75,24433984,-0.004783020278013139
2019-07-29,199.0,199.63,195.3,195.94,16530801,-0.019073842302878563
2019-07-30,195.39,198.71,193.5,197.04,11903558,0.005613963458201532
2019-07-31,196.95,198.76,192.68,194.23,14593544,-0.014261063743402413
2019-08-01,194.17,198.47,190.88,192.73,17777012,-0.007722802862585643
2019-08-02,191.1,192.62,188.07,189.02,15296975,-0.01924972759819421
2019-08-05,184.69,185.67,179.34,181.73,23086656,-0.03856734737064871
2019-08-06,183.69,185.79,183.09,184.51,18035686,0.015297419248335498
2019-08-07,183.6,186.37,181.22,185.15,15833197,0.003468646685816479
2019-08-08,186.62,190.34,184.05,190.16,14828916,0.02705914123683484
2019-08-09,190.0,190.98,187.12,187.85,11058811,-0.012147665124106033
2019-08-12,186.85,187.59,184.46,185.37,10936283,-0.013202022890604126
2019-08-13,185.52,191.38,185.37,188.45,13653319,0.01661541781302245
2019-08-14,185.8,185.99,179.31,179.71,18903716,-0.046378349694879195
2019-08-15,180.95,183.2,180.03,182.59,13059640,0.016025819375660832
2019-08-16,183.75,185.1,182.36,183.7,12844832,0.00607919382222466
2019-08-19,186.01,187.5,184.85,186.17,9699661,0.013445835601524125
2019-08-20,185.45,186.0,182.39,183.81,10087592,-0.012676585916098104
2019-08-21,185.0,185.9,183.14,183.55,8409548,-0.0014145041075022124
2019-08-22,183.43,184.11,179.91,182.04,10829509,-0.008226641242168431
2019-08-23,180.84,183.13,176.66,177.75,17331220,-0.02356624917600525
2019-08-26,179.4,180.5,178.24,180.36,8780477,0.014683544303797591
2019-08-27,181.93,184.04,181.01,181.3,14408946,0.00521179862497223
2019-08-28,180.53,181.95,178.92,181.76,9392060,0.0025372311086595545
2019-08-29,183.77,186.08,183.47,185.57,10135033,0.020961707746478986
2019-08-30,186.78,186.8,183.46,185.67,10785722,0.000538880206929937
2019-09-03,184.0,185.67,182.11,182.39,9792187,-0.01766575106371515
2019-09-04,184.65,187.75,183.89,187.14,11314571,0.02604309446789843
2019-09-05,188.53,191.36,187.94,190.9,13896621,0.020091909800149743
2019-09-06,190.21,190.21,186.35,187.49,15226820,-0.017862755369303263
2019-09-09,187.73,188.98,185.85,188.76,14722402,0.006773694597045132
2019-09-10,187.44,188.1,184.55,186.17,15455867,-0.013721127357490981
2019-09-11,186.46,189.44,186.08,188.49,11761660,0.012461728527689786
2019-09-12,189.86,190.93,187.23,187.47,11419775,-0.005411427661945023
2019-09-13,187.32,187.97,186.54,187.19,11441116,-0.0014935723049021021
2019-09-16,186.93,187.79,185.76,186.22,8444844,-0.005181900742560974
2019-09-17,186.66,188.32,185.54,188.08,9751570,0.009988186016539613
2019-09-18,188.09,189.08,186.01,188.14,9945798,0.00031901318587812533
2019-09-19,188.66,191.1,188.15,190.14,10474685,0.010630381630700514
2019-09-20,190.66,193.1,188.12,189.93,20359878,-0.0011044493531081612
2019-09-23,189.34,190.1,185.21,186.82,14370089,-0.016374453746117013
2019-09-24,187.98,188.04,180.39,181.28,18775666,-0.029654212611069486
2019-09-25,181.45,183.42,177.87,182.8,18339960,0.00838481906443067
2019-09-26,181.33,181.4,177.67,180.11,16280691,-0.014715536105032845
2019-09-27,180.49,180.75,175.66,177.1,14663575,-0.01671200932763317
2019-09-30,177.87,178.67,176.85,178.08,11071425,0.005533596837944854
2019-10-01,179.15,179.84,174.88,175.81,17261556,-0.012747079964061103
2019-10-02,174.84,176.53,173.09,174.6,16374148,-0.006882429895910369
2019-10-03,175.57,179.84,173.63,179.38,16789320,0.027376861397479857
2019-10-04,179.55,180.98,178.1,180.45,10476395,0.005964990522912217
2019-10-07,180.0,181.18,178.09,179.68,9359793,-0.004267110002770802
2019-10-08,178.26,180.37,177.72,177.75,10084896,-0.010741317898486202
2019-10-09,179.16,180.72,177.94,179.85,7648874,0.01181434599156117
2019-10-10,180.32,181.61,179.17,180.03,8980978,0.001000834028356934
2019-10-11,182.15,186.49,182.14,184.19,14998754,0.023107259901127497
2019-10-14,184.2,184.62,182.57,183.28,7203665,-0.0049405505184862974
2019-10-15,183.8,190.38,183.66,188.89,15143119,0.030608904408555127
2019-10-16,188.32,189.7,186.9,189.55,10560343,0.0034940970935466442
2019-10-17,190.3,190.84,188.76,190.39,9761548,0.00443154840411486
2019-10-18,190.23,191.49,183.92,185.85,16882862,-0.023845790220074492
2019-10-21,187.04,189.91,186.75,189.76,8580744,0.021038471885929555
2019-10-22,190.0,190.65,181.5,182.34,19854192,-0.03910202360876891
2019-10-23,182.01,186.38,182.0,186.15,12370819,0.020895031260282915
2019-10-24,184.62,186.73,182.8,186.38,11505406,0.0012355627182378814
2019-10-25,185.83,189.0,185.09,187.89,8061240,0.008101727653181623
2019-10-28,187.2,189.53,185.08,189.4,13657866,0.008036617169620675
2019-10-29,191.69,192.53,188.47,189.31,13574874,-0.00047518479408659164
2019-10-30,189.56,190.45,185.98,188.25,28734560,-0.005599281601605832
2019-10-31,196.7,198.09,188.25,191.65,42286528,0.018061088977423756
2019-11-01,192.85,194.11,189.91,193.62,21711828,0.010279154709105232
2019-11-04,194.55,197.37,193.81,194.72,16371292,0.005681231277760546
2019-11-05,195.37,195.75,193.6,194.32,9941954,-0.0020542317173377622
2019-11-06,194.03,194.37,191.35,191.55,10973019,-0.014254837381638463
2019-11-07,191.91,193.44,189.47,190.42,13472998,-0.005899243017489009
2019-11-08,190.0,192.34,189.7,190.84,10764784,0.002205650666946779
2019-11-11,189.93,190.08,188.54,189.61,8637768,-0.006445189687696473
2019-11-12,190.0,195.06,189.74,194.47,17615454,0.02563155951690299
2019-11-13,194.7,195.7,192.74,193.19,11009800,-0.006581992081040822
2019-11-14,192.93,194.03,191.45,193.15,9059897,-0.00020705005435062152
2019-11-15,194.26,195.3,193.38,195.1,11530232,0.010095780481490957
2019-11-18,194.56,198.63,193.05,197.4,16176107,0.01178882624295241
2019-11-19,197.4,200.0,196.86,199.32,19070292,0.009726443768997006
2019-11-20,198.58,199.59,195.43,197.51,12370240,-0.009080874974914721
2019-11-21,197.42,199.09,196.86,197.93,12130985,0.002126474608880713
2019-11-22,198.38,199.3,197.62,198.82,9959817,0.004496539180518289
2019-11-25,199.51,200.97,199.25,199.79,15286442,0.0048787848304998604
2019-11-26,200.0,200.15,198.04,198.97,11748664,-0.004104309525001182
2019-11-27,199.9,203.14,199.42,202.0,12760568,0.015228426395939021
2019-11-29,201.6,203.8,201.21,201.64,7985231,-0.0017821782178218948
2019-12-02,202.13,202.18,198.05,199.7,11542020,-0.009621106923229483
2019-12-03,197.6,198.93,195.08,198.82,13014170,-0.004406609914872295
2019-12-04,200.0,200.03,198.05,198.71,8459939,-0.0005532642591288273
2019-12-05,199.86,201.29,198.21,199.36,9755350,0.00327109858587904
2019-12-06,200.5,201.57,200.06,201.05,12279525,0.00847712680577839
2019-12-09,200.65,203.14,200.21,201.34,12013218,0.0014424272569011354
2019-12-10,201.66,202.05,200.15,200.87,9485568,-0.002334359789410989
2019-12-11,200.28,202.63,200.28,202.26,8041827,0.006919898441778205
2019-12-12,202.35,203.66,194.1,196.75,23766986,-0.02724216355186393
2019-12-13,196.4,196.8,193.17,194.11,18806020,-0.013418043202032992
2019-12-16,195.27,199.12,194.81,197.92,14922733,0.019628045953325346
2019-12-17,198.84,199.0,196.13,198.39,10177605,0.002374696847210922
2019-12-18,200.09,204.3,200.09,202.5,23284746,0.020716769998487816
2019-12-19,202.78,206.3,202.51,206.06,16808184,0.017580246913580178
2019-12-20,207.48,207.71,203.43,206.3,27315226,0.0011647093079685256
2019-12-23,206.7,208.59,205.68,206.18,13353194,-0.0005816771691711242
2019-12-24,206.3,206.79,205.0,205.12,6046273,-0.005141138810747847
2019-12-26,205.57,207.82,205.31,207.79,9368273,0.01301677067082685
2019-12-27,208.67,208.93,206.59,208.1,10287634,0.0014918908513403828
2019-12-30,207.86,207.9,203.9,204.41,10534441,-0.01773185968284474
2019-12-31,204.0,205.56,203.6,205.25,8962756,0.004109387994716496
2020-01-02,206.75,209.79,206.27,209.78,12090707,0.02207064555420213
2020-01-03,207.21,210.4,206.95,208.67,11197416,-0.00529125750786541
2020-01-06,206.7,212.78,206.52,212.6,17073860,0.018833564959026328
2020-01-07,212.82,214.58,211.75,213.06,15111857,0.002163687676387527
2020-01-08,213.0,216.24,212.61,215.22,13492703,0.010137989298788952
2020-01-09,217.54,218.38,216.28,218.3,12679579,0.014310937645200417
2020-01-10,219.2,219.88,217.42,218.06,12127432,-0.0010994044892350674
2020-01-13,219.6,221.97,219.21,221.91,14494517,0.017655691094194292
2020-01-14,221.61,222.38,218.63,219.06,13315361,-0.01284304447749085
2020-01-15,220.61,221.68,220.14,221.15,10036475,0.009540765087190817
2020-01-16,222.57,222.63,220.39,221.77,10015288,0.0028035270178612404
2020-01-17,222.03,222.29,220.53,222.14,15905944,0.0016683951841998113
2020-01-21,222.16,222.37,219.12,221.44,14275784,-0.0031511659313945284
2020-01-22,222.31,222.75,221.28,221.32,12212814,-0.0005419075144509344
2020-01-23,220.75,221.49,219.27,219.76,11195000,-0.007048617386589573
2020-01-24,220.8,221.78,216.11,217.94,11905824,-0.008281761922096842
2020-01-27,213.1,216.06,212.5,214.87,13810655,-0.014086445810773562
2020-01-28,216.14,218.74,213.52,217.79,13413835,0.01358961232373046
2020-01-29,221.44,224.2,218.45,223.23,33610004,0.024978189999540934
2020-01-30,206.53,211.43,204.75,209.53,48775500,-0.06137167943376787
2020-01-31,208.43,208.69,201.06,201.91,31359916,-0.03636710733546511
2020-02-03,203.44,205.14,202.5,204.19,15510509,0.01129215987321075
2020-02-04,206.62,210.6,205.2,209.83,19628890,0.027621333072138876
2020-02-05,212.51,212.73,208.71,210.11,12538154,0.0013344135728923234
2020-02-06,210.47,211.19,209.34,210.85,10567533,0.003521964685164747
2020-02-07,210.3,212.82,209.93,212.33,12242530,0.0070192079677495745
2020-02-10,211.52,213.8,210.66,213.06,11856350,0.0034380445532895543
2020-02-11,210.19,210.86,206.51,207.19,25030810,-0.027550924622172124
2020-02-12,207.85,211.22,207.4,210.76,13813704,0.017230561320527027
2020-02-13,209.52,214.33,209.18,213.14,15396625,0.011292465363446524
2020-02-14,214.0,214.93,212.65,214.18,10741747,0.004879421976166087
2020-02-18,213.55,217.97,213.4,217.8,15630026,0.016901671491269088
2020-02-19,217.99,218.32,216.11,217.49,12135114,-0.001423324150596872
2020-02-20,216.52,218.76,212.94,214.58,13109213,-0.013379925513816726
2020-02-21,213.48,214.24,208.83,210.18,14098432,-0.02050517289588971
2020-02-24,201.8,203.65,198.17,200.72,23080056,-0.04500903987058713
2020-02-25,202.25,203.5,195.95,196.77,21433488,-0.01967915504184925
2020-02-26,197.19,201.21,195.49,197.2,16555210,0.00218529247344601
2020-02-27,191.82,195.88,189.5,189.75,21682626,-0.037778904665314306
2020-02-28,182.69,192.74,181.82,192.47,32583494,0.014334650856389963
2020-03-02,194.03,196.57,188.85,196.44,24948956,0.020626591157063334
2020-03-03,196.22,197.24,183.97,185.89,27984104,-0.053705966198330346
2020-03-04,189.17,191.83,186.39,191.76,23062472,0.03157781483673139
2020-03-05,186.78,188.99,183.89,185.17,19333424,-0.03436587400917812
2020-03-06,178.33,183.78,176.26,181.09,24559550,-0.022033806772155273
2020-03-09,169.6,175.0,165.19,169.5,29949040,-0.06400132530785796
2020-03-10,174.67,178.29,169.5,178.19,24517792,0.05126843657817104
2020-03-11,174.01,175.88,167.66,170.24,20397204,-0.04461529827711985
2020-03-12,159.54,166.6,154.34,154.47,43266336,-0.0926339285714286
2020-03-13,163.53,170.79,157.6,170.28,35028628,0.10234997086812969
2020-03-16,152.32,159.13,143.1,146.01,39120420,-0.1425299506694856
2020-03-17,150.74,153.94,140.0,149.42,34255596,0.023354564755838636
2020-03-18,139.75,148.18,137.1,146.96,37553136,-0.01646365948333539
2020-03-19,146.62,159.93,144.8,153.13,39862312,0.04198421339139902
2020-03-20,156.02,159.27,148.0,149.73,32568398,-0.022203356625089876
2020-03-23,149.66,152.31,142.25,148.1,29830764,-0.01088626193815534
2020-03-24,155.21,161.31,152.57,160.98,30440368,0.08696826468602303
2020-03-25,158.92,162.99,153.06,156.21,35184272,-0.029631010063361773
2020-03-26,158.25,164.0,157.02,163.34,26579020,0.045643684783304384
2020-03-27,158.2,160.09,154.75,156.79,24879868,-0.04010040406514026
2020-03-30,159.18,166.75,158.06,165.95,22515224,0.05842209324574266
2020-03-31,165.48,170.93,164.2,166.8,23676284,0.005122024706236905
2020-04-01,161.62,164.15,158.03,159.6,19507560,-0.043165467625899345
2020-04-02,159.1,161.35,155.92,158.19,20886308,-0.008834586466165417
2020-04-03,157.15,157.91,150.83,154.18,25983316,-0.025349263543839595
2020-04-06,160.15,166.2,158.51,165.55,28453580,0.07374497340770536
2020-04-07,171.79,173.39,166.01,168.83,31411920,0.019812745394140796
2020-04-08,171.25,175.0,167.74,174.28,21664198,0.03228099271456486
2020-04-09,175.9,177.08,171.57,175.19,23534288,0.0052214826715630824
2020-04-13,173.67,175.0,169.45,174.79,19355356,-0.002283235344483159
2020-04-14,178.98,181.22,176.62,178.17,21011816,0.0193374907031294
2020-04-15,175.19,178.19,172.82,176.97,17423004,-0.006735140596059841
2020-04-16,177.95,178.05,172.51,176.25,23593228,-0.004068486184098941
2020-04-17,179.2,180.28,176.66,179.24,20974750,0.016964539007092272
2020-04-20,177.41,180.5,176.77,178.24,16110664,-0.005579111805400605
2020-04-21,175.25,175.38,168.34,170.8,24850528,-0.04174147217235191
2020-04-22,178.45,184.78,178.14,182.28,33369932,0.06721311475409819
2020-04-23,184.08,187.05,183.15,185.13,21426604,0.015635286372613466
2020-04-24,183.23,190.41,180.82,190.07,28868528,0.026683951817641605
2020-04-27,192.66,193.75,187.41,187.5,29197750,-0.013521334245278016
2020-04-28,188.66,189.2,182.56,182.91,21730986,-0.024480000000000057
2020-04-29,190.93,196.91,190.0,194.19,45954520,0.06166967360997222
2020-04-30,206.92,209.69,201.57,204.71,46230116,0.054173747360832136
2020-05-01,201.6,207.28,199.05,202.27,30415580,-0.011919300473841044
2020-05-04,200.2,205.91,198.76,205.26,19250672,0.014782221782765559
2020-05-05,207.02,210.38,206.5,207.07,21071224,0.008818084380785463
2020-05-06,208.12,211.6,206.66,208.47,21856964,0.006760998696093035
2020-05-07,211.16,211.6,209.04,211.26,15151976,0.013383220607281476
2020-05-08,212.24,213.21,210.85,212.35,12524048,0.00515951907602008
2020-05-11,210.89,215.0,210.37,213.18,12911948,0.003908641393925105
2020-05-12,213.29,215.28,210.0,210.1,14704647,-0.014447884416924683
2020-05-13,209.43,210.78,202.11,205.1,20684560,-0.023798191337458308
2020-05-14,202.56,206.93,200.69,206.81,17178948,0.008337396392003926
2020-05-15,205.27,211.34,204.12,210.88,19383154,0.019679899424592584
2020-05-18,212.15,214.64,210.94,213.19,20167444,0.010954097116843808
2020-05-19,213.27,220.49,212.83,216.88,31843152,0.017308504151226645
2020-05-20,223.5,231.34,223.19,229.97,50162876,0.06035595721136122
2020-05-21,234.72,237.2,231.2,231.39,47782636,0.00617471844153572
2020-05-22,231.51,235.99,228.74,234.91,33925564,0.015212411945200843
2020-05-26,239.77,240.9,231.67,232.2,33178318,-0.01153633306372659
2020-05-27,229.07,230.56,221.13,229.14,34697552,-0.01317829457364339
2020-05-28,224.3,231.63,224.0,225.46,29423012,-0.016060050624072564
2020-05-29,225.2,227.49,222.88,225.09,23322476,-0.0016410893284840578
2020-06-01,224.59,232.44,223.5,231.91,18223840,0.030298991514505325
2020-06-02,230.94,233.0,226.56,232.72,20919018,0.003492734250355678
2020-06-03,232.11,232.65,228.53,230.16,15380282,-0.011000343760742548
2020-06-04,229.56,231.63,224.61,226.29,17041480,-0.01681438998957252
2020-06-05,226.71,231.35,225.31,230.77,16750438,0.019797604843342587
2020-06-08,229.03,231.55,227.41,231.4,15466499,0.0027299909000302325
2020-06-09,231.52,239.77,230.41,238.67,27462872,0.031417458945548704
2020-06-10,240.96,241.21,235.28,236.73,20720708,-0.008128378095278
2020-06-11,229.94,232.89,223.55,224.43,26708164,-0.05195792675199584
2020-06-12,229.9,231.66,224.5,228.58,22091388,0.018491289043354397
2020-06-15,225.09,233.77,224.8,232.5,15340264,0.01714935689911612
2020-06-16,237.14,238.46,233.0,235.65,15236691,0.013548387096774306
2020-06-17,235.0,237.59,231.73,235.53,19578124,-0.0005092297899427223
2020-06-18,234.99,236.14,232.15,235.94,15782452,0.001740754893219565
2020-06-19,237.79,240.83,235.55,238.79,30081292,0.012079342205645549
2020-06-22,238.56,240.7,236.91,239.22,18917782,0.001800745424850314
2020-06-23,241.28,245.19,239.86,242.24,24017916,0.01262436251149568
2020-06-24,241.2,243.22,232.68,234.02,20834904,-0.03393328929986794
2020-06-25,234.62,237.3,232.74,235.68,18704340,0.007093410819588142
2020-06-26,232.64,233.09,215.4,216.08,76343936,-0.08316361167684994
2020-06-29,209.75,220.75,207.11,220.64,58514280,0.021103295075897588
2020-06-30,220.59,227.5,218.47,227.07,33927068,0.029142494561276377
2020-07-01,228.5,239.0,227.56,237.55,43399740,0.04615316862641494
2020-07-02,239.0,240.0,232.61,233.42,30633620,-0.01738581351294477
2020-07-06,233.76,240.4,232.27,240.28,26206158,0.02938908405449414
2020-07-07,239.41,247.65,238.82,240.86,27887786,0.002413850507741122
